user_id;beta0;beta1;beta2;n;beta_list
u:feYV;-1.0000005000290887e-06;5.790264287871194e-23;-1.6543612251060553e-22;244;[-1.0000005000290887e-06, 5.790264287871194e-23, -1.6543612251060553e-22]
u:fe_7;-0.9859486814799893;-0.036769079320681505;0.15362139839434114;432;[-0.9859486814799893, -0.036769079320681505, 0.15362139839434114]
u:feco;-2.215297158283404;-0.037255539979647714;0.6615622809625049;384;[-2.215297158283404, -0.037255539979647714, 0.6615622809625049]
u:fehg;-0.6396624344626011;0.01601063142536676;0.07368921188163603;366;[-0.6396624344626011, 0.01601063142536676, 0.07368921188163603]
u:fene;-0.9943257994463539;-0.02403120473173697;0.3399468846216451;857;[-0.9943257994463539, -0.02403120473173697, 0.3399468846216451]
u:feoB;-0.25008153702691927;-0.01749822006416387;-0.16533318165093921;268;[-0.25008153702691927, -0.01749822006416387, -0.16533318165093921]
u:fepD;0.1765697848492359;-0.09069036551312691;-0.269515297671675;285;[0.1765697848492359, -0.09069036551312691, -0.269515297671675]
u:feuc;-1.5723354541591723;-0.017644270258307837;0.06554796689336781;972;[-1.5723354541591723, -0.017644270258307837, 0.06554796689336781]
u:ff0j;-2.313689801036098;0.05326116276086727;0.794883148950558;316;[-2.313689801036098, 0.05326116276086727, 0.794883148950558]
u:ff23;-1.6258400724222284;0.09093712682480562;0.1941820585748345;247;[-1.6258400724222284, 0.09093712682480562, 0.1941820585748345]
u:ff2K;-1.0748903312728268;-0.017632131466083167;-0.15027328885895597;234;[-1.0748903312728268, -0.017632131466083167, -0.15027328885895597]
u:ff76;-1.2003428226291848;-0.027120080009500294;0.0026237424059767367;299;[-1.2003428226291848, -0.027120080009500294, 0.0026237424059767367]
u:ff8D;-0.06814663083729443;-0.18990241360772714;0.3236876268340334;206;[-0.06814663083729443, -0.18990241360772714, 0.3236876268340334]
u:ffEn;-0.6017187671275708;-0.04179641463734424;-0.10729215659897462;405;[-0.6017187671275708, -0.04179641463734424, -0.10729215659897462]
u:ffI9;0.4269176417897254;-0.06014454435392109;0.00045012887353791664;345;[0.4269176417897254, -0.06014454435392109, 0.00045012887353791664]
u:ffIX;-0.7028624015028391;-0.0685242163509396;-0.00820257699999799;522;[-0.7028624015028391, -0.0685242163509396, -0.00820257699999799]
u:ffJq;-0.94224031859116;0.01201974491829691;0.176232151691671;212;[-0.94224031859116, 0.01201974491829691, 0.176232151691671]
u:ffMj;-0.8385995691799225;-0.25869466509678407;0.2741946725427742;336;[-0.8385995691799225, -0.25869466509678407, 0.2741946725427742]
u:ffPg;0.1363709891981761;-0.07885128132300387;-0.05458606917463371;1477;[0.1363709891981761, -0.07885128132300387, -0.05458606917463371]
u:ffS;-0.6822018673748473;0.0049166713860184855;0.012933392012527273;338;[-0.6822018673748473, 0.0049166713860184855, 0.012933392012527273]
u:ffVj;-5.590803519645484;0.09066427141907105;1.8964756650932122;207;[-5.590803519645484, 0.09066427141907105, 1.8964756650932122]
u:ffYF;-1.0000005000290897e-06;-9.926167350636332e-24;2.481541837659083e-22;455;[-1.0000005000290897e-06, -9.926167350636332e-24, 2.481541837659083e-22]
u:ffba;-2.6717897762740987;-0.005792030842825188;0.7757155144613569;226;[-2.6717897762740987, -0.005792030842825188, 0.7757155144613569]
u:ffcb;0.5427192120359106;-0.1787309830857255;0.1038004802199017;360;[0.5427192120359106, -0.1787309830857255, 0.1038004802199017]
u:ffdo;-0.19133500584487845;-0.05783826665824671;0.08539208799971909;201;[-0.19133500584487845, -0.05783826665824671, 0.08539208799971909]
u:ffe5;-0.13054062082491594;-0.09258923314760784;-0.017397230146698632;1293;[-0.13054062082491594, -0.09258923314760784, -0.017397230146698632]
u:fffn;-2.582642705283128;0.09351989754988889;0.17300198352845964;377;[-2.582642705283128, 0.09351989754988889, 0.17300198352845964]
u:ffgJ;0.1224943915404709;-0.12708941582875527;0.06531330077835523;292;[0.1224943915404709, -0.12708941582875527, 0.06531330077835523]
u:ffhR;-0.45447796992834055;-0.09726340304665734;0.4873602691706327;223;[-0.45447796992834055, -0.09726340304665734, 0.4873602691706327]
u:ffjl;-0.15994616549786467;0.016029821920887984;-0.4320666538889955;218;[-0.15994616549786467, 0.016029821920887984, -0.4320666538889955]
u:ffkb;-0.711908465267926;-0.15549217052331074;0.4316712713685278;201;[-0.711908465267926, -0.15549217052331074, 0.4316712713685278]
u:ffm3;-0.12910626984301987;-0.08475764359765679;0.0767821453117397;511;[-0.12910626984301987, -0.08475764359765679, 0.0767821453117397]
u:ffuf;-0.501375679819565;-0.011700663141120081;-0.378216999321838;285;[-0.501375679819565, -0.011700663141120081, -0.378216999321838]
u:fful;-2.3054946300892674;-0.04110280692501392;0.845962276664525;209;[-2.3054946300892674, -0.04110280692501392, 0.845962276664525]
u:ffvV;-0.49244367821796686;-0.0514698879553387;-0.029633649115421892;1179;[-0.49244367821796686, -0.0514698879553387, -0.029633649115421892]
u:fg0o;-0.24267805469341303;-0.06409299663448902;-0.2762712864562183;440;[-0.24267805469341303, -0.06409299663448902, -0.2762712864562183]
u:fg6b;-2.55089236196237;0.009521849779503861;0.10609985517974234;1931;[-2.55089236196237, 0.009521849779503861, 0.10609985517974234]
u:fg77;-0.7004913285133505;0.038270334363565583;-0.15892045131871818;382;[-0.7004913285133505, 0.038270334363565583, -0.15892045131871818]
u:fgAO;0.52000190587875;-0.08969397868998927;-0.048517376767808214;434;[0.52000190587875, -0.08969397868998927, -0.048517376767808214]
u:fgYx;-0.5578682908751678;-0.08063147965729599;0.24955278880396015;427;[-0.5578682908751678, -0.08063147965729599, 0.24955278880396015]
u:fgZv;-4.88837692038269;0.2669390466150081;-0.35634884209047574;379;[-4.88837692038269, 0.2669390466150081, -0.35634884209047574]
u:fgbu;-0.8697450668463926;-0.1462651295037458;0.32423310976988207;257;[-0.8697450668463926, -0.1462651295037458, 0.32423310976988207]
u:fgfn;-0.5688135633298261;-0.011872872360898894;0.01579436520489047;227;[-0.5688135633298261, -0.011872872360898894, 0.01579436520489047]
u:fgld;0.04980661884200782;-0.009048485737610199;-0.05405792548976192;327;[0.04980661884200782, -0.009048485737610199, -0.05405792548976192]
u:fgpA;0.03396115771977404;-0.1224060577830932;-0.18273087371756425;246;[0.03396115771977404, -0.1224060577830932, -0.18273087371756425]
u:fgqp;-2.4066639834592514;0.03670503023520557;0.7650977671911906;282;[-2.4066639834592514, 0.03670503023520557, 0.7650977671911906]
u:fgrU;0.33942613710415864;-0.07524829527028287;-0.12544127235399968;406;[0.33942613710415864, -0.07524829527028287, -0.12544127235399968]
u:fgsq;-1.8883724683595768;0.05996187929408538;-0.3645005738978824;480;[-1.8883724683595768, 0.05996187929408538, -0.3645005738978824]
u:fgzW;-0.18888935589643474;-0.008091112890262708;0.00873281436094014;217;[-0.18888935589643474, -0.008091112890262708, 0.00873281436094014]
u:fh4o;-3.550282692271629;0.046852397242440474;1.0268585822107221;231;[-3.550282692271629, 0.046852397242440474, 1.0268585822107221]
u:fh6F;-1.1903557275245582;0.03130037340548267;0.04507427727814521;425;[-1.1903557275245582, 0.03130037340548267, 0.04507427727814521]
u:fhDJ;0.851391477937694;-0.1582525349434339;0.19449514945725085;262;[0.851391477937694, -0.1582525349434339, 0.19449514945725085]
u:fhGO;-0.7972147894699703;0.006714025521041612;0.23601757256510836;332;[-0.7972147894699703, 0.006714025521041612, 0.23601757256510836]
u:fhIR;-0.2752958817770534;0.01215835300224335;0.04495383216811079;232;[-0.2752958817770534, 0.01215835300224335, 0.04495383216811079]
u:fhLY;-0.508678536413161;-0.0602266968602542;-0.08724761840024682;989;[-0.508678536413161, -0.0602266968602542, -0.08724761840024682]
u:fhRw;0.55075145260966;-0.06775990147546183;-0.2808570691330236;285;[0.55075145260966, -0.06775990147546183, -0.2808570691330236]
u:fhT-;-0.18897059641129807;-0.012125718368439023;0.0397637056226272;582;[-0.18897059641129807, -0.012125718368439023, 0.0397637056226272]
u:fhar;-2.4649533390117737;0.04472173218085965;0.2970882525589149;490;[-2.4649533390117737, 0.04472173218085965, 0.2970882525589149]
u:fhji;-1.1397503376175488;0.0023545808183406108;0.15366188569474032;236;[-1.1397503376175488, 0.0023545808183406108, 0.15366188569474032]
u:fhma;-0.6031247058089018;-0.0012816128692294503;0.005086739199965669;1272;[-0.6031247058089018, -0.0012816128692294503, 0.005086739199965669]
u:fhs7;-0.4752050706421147;-0.051476061712395785;-0.0484704593267917;434;[-0.4752050706421147, -0.051476061712395785, -0.0484704593267917]
u:fhu7;1.22451098660048;-0.12330484656075513;-0.2575227142603452;387;[1.22451098660048, -0.12330484656075513, -0.2575227142603452]
u:fhw6;-1.889602736609083;0.10240046759070498;0.008692886430182234;235;[-1.889602736609083, 0.10240046759070498, 0.008692886430182234]
u:fi2O;0.495144715803688;-0.0595931300127937;-0.2118868040457258;687;[0.495144715803688, -0.0595931300127937, -0.2118868040457258]
u:fi8T;-1.438378822404506;0.03557275951910342;0.2743939900303804;380;[-1.438378822404506, 0.03557275951910342, 0.2743939900303804]
u:fiDJ;1.386435304740499;-0.11347177421379194;-0.3542342411902122;299;[1.386435304740499, -0.11347177421379194, -0.3542342411902122]
u:fiFV;0.18571319515190648;-0.06442933936252947;-0.06770566007748699;539;[0.18571319515190648, -0.06442933936252947, -0.06770566007748699]
u:fiIV;-3.0782664142787026;-0.042687919798605076;0.18782963468005248;903;[-3.0782664142787026, -0.042687919798605076, 0.18782963468005248]
u:fiOj;0.0533716597298214;-0.02505468789290552;0.026246167778459402;252;[0.0533716597298214, -0.02505468789290552, 0.026246167778459402]
u:fiRB;0.49879458736039195;-0.1844084578180925;0.20905216228897003;227;[0.49879458736039195, -0.1844084578180925, 0.20905216228897003]
u:fiRC;-1.650822323442634;0.0023736674586010698;0.4658007641967187;341;[-1.650822323442634, 0.0023736674586010698, 0.4658007641967187]
u:fiXW;-0.2949311270665066;-0.11702433339729836;0.30339635819404365;200;[-0.2949311270665066, -0.11702433339729836, 0.30339635819404365]
u:fiYb;0.01027061409879998;-0.1472935179446104;0.21842326675259796;263;[0.01027061409879998, -0.1472935179446104, 0.21842326675259796]
u:fiYd;-1.5120589040126373;-0.021068733224403037;0.30405108652297347;325;[-1.5120589040126373, -0.021068733224403037, 0.30405108652297347]
u:fiZ9;0.39457174247347193;-0.16099054852858585;-0.08935150821057408;303;[0.39457174247347193, -0.16099054852858585, -0.08935150821057408]
u:fib5;0.54021374917254;-0.16066308367424176;-0.11528190427341618;880;[0.54021374917254, -0.16066308367424176, -0.11528190427341618]
u:fibP;0.788443620709025;-0.12300330578205432;-0.4836705990761058;294;[0.788443620709025, -0.12300330578205432, -0.4836705990761058]
u:fifa;0.3674426889813889;-0.17258119119653376;-0.2053807233326041;939;[0.3674426889813889, -0.17258119119653376, -0.2053807233326041]
u:fih3;-1.7490045420890599;-0.021894478437540027;0.6398362987862992;504;[-1.7490045420890599, -0.021894478437540027, 0.6398362987862992]
u:fiiT;-1.9763385861196627;0.04784028922301615;0.4199936686261307;258;[-1.9763385861196627, 0.04784028922301615, 0.4199936686261307]
u:firq;-0.2330967366876296;-0.036455383985668215;0.053864658346341965;435;[-0.2330967366876296, -0.036455383985668215, 0.053864658346341965]
u:fiss;-5.892632543654245;0.31698917993431364;0.12966894860326056;214;[-5.892632543654245, 0.31698917993431364, 0.12966894860326056]
u:fiuW;0.13158890180844;-0.036940134554019746;-0.06349452900267882;882;[0.13158890180844, -0.036940134554019746, -0.06349452900267882]
u:fiz_;-0.2894983706185619;-0.005521982679041901;-0.9301209728665667;215;[-0.2894983706185619, -0.005521982679041901, -0.9301209728665667]
u:fjA_;1.3570172258132052;-0.18301978838201435;-0.1624951548168464;237;[1.3570172258132052, -0.18301978838201435, -0.1624951548168464]
u:fjLW;-1.2293736912914544;-0.0490155294365182;-0.0244082449602974;508;[-1.2293736912914544, -0.0490155294365182, -0.0244082449602974]
u:fjMa;-0.4056938615782753;-0.14915763341683183;0.46088467424714397;307;[-0.4056938615782753, -0.14915763341683183, 0.46088467424714397]
u:fjP-;-0.06905541908569218;-0.11266633282102803;0.17276748041190937;321;[-0.06905541908569218, -0.11266633282102803, 0.17276748041190937]
u:fjRs;-2.762610589544286;0.015250073077213919;0.7507719109114133;626;[-2.762610589544286, 0.015250073077213919, 0.7507719109114133]
u:fjVG;0.41299342214943324;-0.0866802448595134;0.03093999393738743;294;[0.41299342214943324, -0.0866802448595134, 0.03093999393738743]
u:fjW9;-0.034774830254320044;-0.15755803653828582;-0.03608408937447374;322;[-0.034774830254320044, -0.15755803653828582, -0.03608408937447374]
u:fj_2;1.1335384251700655;-0.13036452375143243;-0.35299104822235383;222;[1.1335384251700655, -0.13036452375143243, -0.35299104822235383]
u:fjd6;-1.621183585481063;0.03296942149455895;0.10672204692588164;273;[-1.621183585481063, 0.03296942149455895, 0.10672204692588164]
u:fjf3;0.48287206709675945;-0.13407010652380189;-0.700798191462191;404;[0.48287206709675945, -0.13407010652380189, -0.700798191462191]
u:fjir;-0.4315379883013515;-0.029013434996124368;-0.24546913127477743;313;[-0.4315379883013515, -0.029013434996124368, -0.24546913127477743]
u:fjkp;0.6288208827686863;-0.14361290714200672;-0.09914485350077554;431;[0.6288208827686863, -0.14361290714200672, -0.09914485350077554]
u:fjl8;0.1887394051154685;-0.08116024392136706;0.02980834697472859;367;[0.1887394051154685, -0.08116024392136706, 0.02980834697472859]
u:fjmd;-2.7486839499464724;0.02863199457123076;0.4261379588869356;553;[-2.7486839499464724, 0.02863199457123076, 0.4261379588869356]
u:fjom;-1.236358672877587;0.04865822348925851;-0.031168849934825466;367;[-1.236358672877587, 0.04865822348925851, -0.031168849934825466]
u:fjpP;-0.3881750146140121;-0.12399126824162263;0.3241944781751248;247;[-0.3881750146140121, -0.12399126824162263, 0.3241944781751248]
u:fjui;3.3972583789112774;-0.287934392236187;-1.0119500392181455;210;[3.3972583789112774, -0.287934392236187, -1.0119500392181455]
u:fjvG;-0.7400746950964361;0.02217944076830172;-0.13908042035683266;383;[-0.7400746950964361, 0.02217944076830172, -0.13908042035683266]
u:fk-6;0.3035065561485302;-0.04492370610185004;-0.35752574146616706;259;[0.3035065561485302, -0.04492370610185004, -0.35752574146616706]
u:fk28;-1.8758869595018655;0.03676902955073033;0.44041360383668254;235;[-1.8758869595018655, 0.03676902955073033, 0.44041360383668254]
u:fkAT;-1.3978292437164115;-0.06564661347229656;0.23960281935473557;927;[-1.3978292437164115, -0.06564661347229656, 0.23960281935473557]
u:fkDU;-0.31447835541073843;-0.05299865677794108;0.13375275312477164;276;[-0.31447835541073843, -0.05299865677794108, 0.13375275312477164]
u:fkI-;0.44094840690719844;-0.074753055924159;-0.10241141037930235;412;[0.44094840690719844, -0.074753055924159, -0.10241141037930235]
u:fkK-;0.7655384884831551;-0.07706125007109901;-0.020288738700082368;393;[0.7655384884831551, -0.07706125007109901, -0.020288738700082368]
u:fkLG;-0.2371365435877953;0.020363884967657005;-0.026042192519869115;562;[-0.2371365435877953, 0.020363884967657005, -0.026042192519869115]
u:fkLq;-1.0506947822640773;-0.07429539492326329;0.2583913284035818;366;[-1.0506947822640773, -0.07429539492326329, 0.2583913284035818]
u:fkN-;1.9825602685549155;-0.21724440765459324;-0.3597723881405349;432;[1.9825602685549155, -0.21724440765459324, -0.3597723881405349]
u:fkNU;1.3785967889811919;-0.07824509432174412;-0.2672089001108399;278;[1.3785967889811919, -0.07824509432174412, -0.2672089001108399]
u:fkQ;-1.2736896910412043;-0.08039177316545226;0.16474892844561104;1306;[-1.2736896910412043, -0.08039177316545226, 0.16474892844561104]
u:fkQW;0.7419230142525882;-0.2606093457457588;0.20042856773308265;222;[0.7419230142525882, -0.2606093457457588, 0.20042856773308265]
u:fkV4;0.5342790719236995;-0.11154900206330474;0.08300799803550787;470;[0.5342790719236995, -0.11154900206330474, 0.08300799803550787]
u:fkeq;0.30919345673911225;-0.1535196465525451;0.26741280761232167;228;[0.30919345673911225, -0.1535196465525451, 0.26741280761232167]
u:fkf0;0.3829135000684025;-0.15636888619030975;0.2515256236041544;237;[0.3829135000684025, -0.15636888619030975, 0.2515256236041544]
u:fkmu;-0.48297851177992257;-0.09122886766768287;-0.09046120112453551;212;[-0.48297851177992257, -0.09122886766768287, -0.09046120112453551]
u:fkqX;-1.6408765994386971;-0.031387508332610836;0.1653187749036885;1415;[-1.6408765994386971, -0.031387508332610836, 0.1653187749036885]
u:fkrT;0.2621191841567976;-0.07453287938880157;-0.33931284040249665;317;[0.2621191841567976, -0.07453287938880157, -0.33931284040249665]
u:fkzm;0.6743632160264003;-0.09929493930815574;-0.0708310396987212;332;[0.6743632160264003, -0.09929493930815574, -0.0708310396987212]
u:fl1O;-2.4928933366951282;0.06635029447219513;0.31406205481367433;263;[-2.4928933366951282, 0.06635029447219513, 0.31406205481367433]
u:fl4U;-2.3503958109789;0.1385894813538982;-0.17655283800390026;558;[-2.3503958109789, 0.1385894813538982, -0.17655283800390026]
u:flBQ;-1.6709126934269747;-0.002394284345278653;0.0715909254192234;321;[-1.6709126934269747, -0.002394284345278653, 0.0715909254192234]
u:flEp;-1.281739723685888;-0.04736920659024827;0.45639435473200113;436;[-1.281739723685888, -0.04736920659024827, 0.45639435473200113]
u:flG;-0.10535351505466417;-0.023391928021515546;0.011911019898672676;471;[-0.10535351505466417, -0.023391928021515546, 0.011911019898672676]
u:flKi;-0.3810276830206719;-0.06446430310896754;0.15372560682109349;1163;[-0.3810276830206719, -0.06446430310896754, 0.15372560682109349]
u:flS3;-4.548869609553064;0.20325586739857215;0.019373968298858707;230;[-4.548869609553064, 0.20325586739857215, 0.019373968298858707]
u:flUN;-1.4895352023757575;-0.051635771979976854;0.3086735229387122;1359;[-1.4895352023757575, -0.051635771979976854, 0.3086735229387122]
u:flac;-3.5633607212582668;-0.02744425817349918;-0.2638275436878724;1304;[-3.5633607212582668, -0.02744425817349918, -0.2638275436878724]
u:fldU;-1.6449962921686991;0.020463327156407352;0.41285332582236695;346;[-1.6449962921686991, 0.020463327156407352, 0.41285332582236695]
u:fleQ;-1.8283241441529787;0.015436219024262812;0.5028459797751488;298;[-1.8283241441529787, 0.015436219024262812, 0.5028459797751488]
u:flen;0.8065431681431117;-0.09814368775162671;-0.1844284544570265;233;[0.8065431681431117, -0.09814368775162671, -0.1844284544570265]
u:fli0;0.9171621406116994;-0.06949023377952832;-0.6096589856884429;251;[0.9171621406116994, -0.06949023377952832, -0.6096589856884429]
u:fllX;0.658337460361155;-0.18453636170843346;0.07426393137703739;230;[0.658337460361155, -0.18453636170843346, 0.07426393137703739]
u:flla;1.8070203331898607;-0.28801926322007193;-0.7464610276788138;217;[1.8070203331898607, -0.28801926322007193, -0.7464610276788138]
u:flmu;-0.3387604626334307;0.019322671822814275;0.021646674425329533;206;[-0.3387604626334307, 0.019322671822814275, 0.021646674425329533]
u:flrn;-1.3493782382849693;0.029341643938818683;0.11464682378504483;349;[-1.3493782382849693, 0.029341643938818683, 0.11464682378504483]
u:flu4;-2.285692496641084;0.07183896297285619;0.20706415592139793;296;[-2.285692496641084, 0.07183896297285619, 0.20706415592139793]
u:fluF;-1.8343190469730657;-0.03215113087762779;0.34783901400238115;272;[-1.8343190469730657, -0.03215113087762779, 0.34783901400238115]
u:flxJ;-1.091351914649874;-0.05693769845900127;0.1532978603304581;462;[-1.091351914649874, -0.05693769845900127, 0.1532978603304581]
u:flxV;1.606407805568552;-0.12536560360037938;-0.35598413935722234;244;[1.606407805568552, -0.12536560360037938, -0.35598413935722234]
u:fm32;-0.3219920508249384;-0.2121221723548542;-0.021782998706530443;339;[-0.3219920508249384, -0.2121221723548542, -0.021782998706530443]
u:fm6W;-0.7528272533725608;-0.004591799379285118;-0.08111707120011236;458;[-0.7528272533725608, -0.004591799379285118, -0.08111707120011236]
u:fm89;-0.8288756383198176;0.01355033266423877;-0.28379591674123356;906;[-0.8288756383198176, 0.01355033266423877, -0.28379591674123356]
u:fm95;-1.5572580373158167;-0.029010451758384317;0.37183608018894737;678;[-1.5572580373158167, -0.029010451758384317, 0.37183608018894737]
u:fmAI;1.703910860338192;-0.17729339755391188;-0.04162384342065963;303;[1.703910860338192, -0.17729339755391188, -0.04162384342065963]
u:fmAK;-1.1556637352399173;-0.041847599399746506;0.1799184136935116;334;[-1.1556637352399173, -0.041847599399746506, 0.1799184136935116]
u:fmAN;-1.1914179921642782;0.010618201136769433;0.04372526327153247;326;[-1.1914179921642782, 0.010618201136769433, 0.04372526327153247]
u:fmBZ;-2.730892511068417;0.04676556033421687;0.5852682641293714;234;[-2.730892511068417, 0.04676556033421687, 0.5852682641293714]
u:fmDn;-0.02400571561314331;-0.013812088413869526;0.05014094215361255;350;[-0.02400571561314331, -0.013812088413869526, 0.05014094215361255]
u:fmIe;-0.30188117961238703;0.004139456576050641;0.07540795555451289;984;[-0.30188117961238703, 0.004139456576050641, 0.07540795555451289]
u:fmMm;0.5160297180136868;-0.09953133087547791;-0.0826913848773259;689;[0.5160297180136868, -0.09953133087547791, -0.0826913848773259]
u:fmO-;-1.2214027186701326;-0.03752661988357326;0.009137792761989616;1866;[-1.2214027186701326, -0.03752661988357326, 0.009137792761989616]
u:fmQw;-1.2025230758497516;0.04647390100540291;-0.08916596839286417;292;[-1.2025230758497516, 0.04647390100540291, -0.08916596839286417]
u:fmT7;-0.3221543913415496;-0.15844622328282384;-0.2509815507561528;800;[-0.3221543913415496, -0.15844622328282384, -0.2509815507561528]
u:fmTY;-0.8429933558805969;-0.08890598078692;0.19775994767759697;509;[-0.8429933558805969, -0.08890598078692, 0.19775994767759697]
u:fmY9;-2.403071613160114;0.0662916771240088;0.13560411303833295;440;[-2.403071613160114, 0.0662916771240088, 0.13560411303833295]
u:fm_Q;-0.08360213275514872;-0.08019858852908757;-0.25107768916562384;458;[-0.08360213275514872, -0.08019858852908757, -0.25107768916562384]
u:fmeb;-4.7275582087749415;0.0950750786086569;0.7373720249008825;278;[-4.7275582087749415, 0.0950750786086569, 0.7373720249008825]
u:fmgM;-1.7500765471861734;-0.07938078065359411;0.4104280908003651;410;[-1.7500765471861734, -0.07938078065359411, 0.4104280908003651]
u:fmjD;-0.019857417911598896;-0.005715403061654394;-0.09837074056636555;376;[-0.019857417911598896, -0.005715403061654394, -0.09837074056636555]
u:fmqr;-0.07796787424513724;-0.09409560956079535;-0.24672229637289955;762;[-0.07796787424513724, -0.09409560956079535, -0.24672229637289955]
u:fmrS;-2.302829813725951;0.05799727370023353;-0.0394002378769778;367;[-2.302829813725951, 0.05799727370023353, -0.0394002378769778]
u:fms6;0.24183896564788565;-0.1936164004012177;0.13470507342378263;520;[0.24183896564788565, -0.1936164004012177, 0.13470507342378263]
u:fmt8;-5.867487321755797;-0.0005000799801726102;1.0595776644058073;245;[-5.867487321755797, -0.0005000799801726102, 1.0595776644058073]
u:fmzn;0.7175745991886795;-0.14394301910116167;-0.1800167389636462;249;[0.7175745991886795, -0.14394301910116167, -0.1800167389636462]
u:fn-u;-0.6400399331959998;-0.026575866889086957;0.3614373230340219;287;[-0.6400399331959998, -0.026575866889086957, 0.3614373230340219]
u:fn1h;0.6152049743373751;-0.09232150603302873;-0.12009866616116051;332;[0.6152049743373751, -0.09232150603302873, -0.12009866616116051]
u:fn4h;-0.14814702053572693;0.019836064134010498;-0.6166972190511606;261;[-0.14814702053572693, 0.019836064134010498, -0.6166972190511606]
u:fn6n;-1.4923065151134698;-0.01797721675952463;0.3551644599183703;254;[-1.4923065151134698, -0.01797721675952463, 0.3551644599183703]
u:fnC1;-0.3732607575459798;-0.054475414832359514;-0.08654945307134895;799;[-0.3732607575459798, -0.054475414832359514, -0.08654945307134895]
u:fnCg;-0.5460683793582484;-0.03230650227666991;-0.1307592394763556;1329;[-0.5460683793582484, -0.03230650227666991, -0.1307592394763556]
u:fnE-;0.6791175051136186;-0.2171632011997717;0.06453653561835998;274;[0.6791175051136186, -0.2171632011997717, 0.06453653561835998]
u:fnFo;0.0862655706868985;-0.07494237881687524;-0.005141101158827394;982;[0.0862655706868985, -0.07494237881687524, -0.005141101158827394]
u:fnGn;-0.7264434346730458;-0.06162612205439663;-0.23326516112226586;209;[-0.7264434346730458, -0.06162612205439663, -0.23326516112226586]
u:fnIc;-2.542876724033018;0.06417439270774464;0.11900346942189768;333;[-2.542876724033018, 0.06417439270774464, 0.11900346942189768]
u:fnJO;1.4682892073348506;-0.21498225638788498;-0.15256193409615307;239;[1.4682892073348506, -0.21498225638788498, -0.15256193409615307]
u:fnJd;-1.0334846191823899;-0.04306868416288025;0.1825121734157962;502;[-1.0334846191823899, -0.04306868416288025, 0.1825121734157962]
u:fnKZ;-0.8945496288721358;-0.06620021381133424;-0.4083427599664352;215;[-0.8945496288721358, -0.06620021381133424, -0.4083427599664352]
u:fnLc;-0.4870246058018386;-0.03798167362254263;0.15589341957601024;370;[-0.4870246058018386, -0.03798167362254263, 0.15589341957601024]
u:fnXc;0.11152867915421455;-0.08264375122588707;-0.2687165497727033;646;[0.11152867915421455, -0.08264375122588707, -0.2687165497727033]
u:fnZ5;-1.3617035054477953;0.04353663206320124;0.0016582421281318427;261;[-1.3617035054477953, 0.04353663206320124, 0.0016582421281318427]
u:fna9;-0.8435062916480014;-0.004128808880702181;0.009511174516436613;400;[-0.8435062916480014, -0.004128808880702181, 0.009511174516436613]
u:fnj6;0.5064090480075703;-0.08808928309517457;-0.04763319092133071;410;[0.5064090480075703, -0.08808928309517457, -0.04763319092133071]
u:fnjt;-1.1181224350186165;0.0418081096723243;-0.11825271671671997;207;[-1.1181224350186165, 0.0418081096723243, -0.11825271671671997]
u:fnlL;-0.11672741764263472;-0.06311373793595931;-0.3597473858572914;266;[-0.11672741764263472, -0.06311373793595931, -0.3597473858572914]
u:fntW;-1.0823221835085277;0.017939311253932142;0.04405891518265878;476;[-1.0823221835085277, 0.017939311253932142, 0.04405891518265878]
u:fo-V;-1.3786350018876972;-0.06893391873204932;0.06852019737742956;582;[-1.3786350018876972, -0.06893391873204932, 0.06852019737742956]
u:fo0Y;-0.4506672424312106;-0.05050456460684846;0.10803410901330046;275;[-0.4506672424312106, -0.05050456460684846, 0.10803410901330046]
u:fo0g;-1.3406921001496386;-0.045994353921313166;0.48846989392593393;252;[-1.3406921001496386, -0.045994353921313166, 0.48846989392593393]
u:fo1J;0.26793386577562384;-0.15955629280905828;-0.29566526495524204;483;[0.26793386577562384, -0.15955629280905828, -0.29566526495524204]
u:fo6E;0.20859643675682515;-0.1421865792101268;-0.6532933719104369;270;[0.20859643675682515, -0.1421865792101268, -0.6532933719104369]
u:foAK;1.4701831984307159;-0.19063554159727852;-0.11474084128088419;841;[1.4701831984307159, -0.19063554159727852, -0.11474084128088419]
u:foJu;-1.388190343190861;0.022536649737333464;-0.041210870088227755;774;[-1.388190343190861, 0.022536649737333464, -0.041210870088227755]
u:foKN;0.8894741614904063;-0.11808689452498833;-0.035218956101394125;285;[0.8894741614904063, -0.11808689452498833, -0.035218956101394125]
u:foPt;-0.6310263778558823;-0.008542653261648436;0.11121691259290273;321;[-0.6310263778558823, -0.008542653261648436, 0.11121691259290273]
u:foPw;-0.4613379309046287;0.021961246128113097;-0.13862157061000124;248;[-0.4613379309046287, 0.021961246128113097, -0.13862157061000124]
u:foQB;-0.8878075566506223;0.030170289637310187;-0.6390831778661576;320;[-0.8878075566506223, 0.030170289637310187, -0.6390831778661576]
u:foS4;0.6012277283123275;-0.093175586813326;-0.09689752134778422;369;[0.6012277283123275, -0.093175586813326, -0.09689752134778422]
u:foV9;-0.5137625958758847;-0.031221418402069594;0.10455932111648342;583;[-0.5137625958758847, -0.031221418402069594, 0.10455932111648342]
u:foVC;-1.210172410380294;0.001000726639532632;0.307778170582398;201;[-1.210172410380294, 0.001000726639532632, 0.307778170582398]
